S. No,Critical Sector Entity Name,Corresponding CSE Domain Name,Identified Phishing/Suspected Domain Name,Phishing/Suspected Domains (i.e. Class Label),Evidence file name,Source of detection,Simulated_URL,Levenshtein_Ratio,Length_Difference,Domain_Age_Days,URL_Length,Num_Slashes,Num_Underscores,Num_Question_Marks,Num_Equal_Signs,Special_Chars_Count,Path_Length,Has_Query,Num_Subdomains,Domain_Length,Num_Dots,Num_Hyphens,Label
247,"Civil Registration System, MHA",dc.crsorgi.gov.in,inbex.info,Suspected,,,https://inbex.info,0.0,3.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1
248,"Civil Registration System, MHA",dc.crsorgi.gov.in,workfast.in,Suspected,,,https://workfast.in,0.0,6.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1
249,"Civil Registration System, MHA",dc.crsorgi.gov.in,verifycertificatecrs.live,Suspected,,,https://verifycertificatecrs.live,0.09090909090909091,18.0,11.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,1
250,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgi-gov-in.live,Suspected,,,https://crsorgi-gov-in.live,0.125,12.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,2.0,1
251,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgigov-in.online,Suspected,,,https://crsorgigov-in.online,0.13333333333333333,11.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,1.0,1
252,"Civil Registration System, MHA",dc.crsorgi.gov.in,dc-crsorgii-gov.online,Suspected,,,https://dc-crsorgii-gov.online,0.23529411764705882,13.0,12.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,2.0,1
253,"Civil Registration System, MHA",dc.crsorgi.gov.in,dc-crsorgii-goiv.in,Suspected,,,https://dc-crsorgii-goiv.in,0.2222222222222222,14.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,2.0,1
254,"Civil Registration System, MHA",dc.crsorgi.gov.in,dccrsorgigoov.in,Suspected,,,https://dccrsorgigoov.in,0.26666666666666666,11.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
255,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgi-gov-in-index.site,Suspected,,,https://crsorgi-gov-in-index.site,0.09090909090909091,18.0,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,3.0,1
256,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorg.fun,Suspected,,,https://crsorg.fun,0.25,4.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1
257,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgigo.site,Suspected,,,https://crsorgigo.site,0.18181818181818182,7.0,13.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
258,"Civil Registration System, MHA",dc.crsorgi.gov.in,csrorgi.info,Suspected,,,https://csrorgi.info,0.2222222222222222,5.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1
259,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgiio.store,Suspected,,,https://crsorgiio.store,0.18181818181818182,7.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
260,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgonlinebirthdeth.in,Suspected,,,https://crsorgonlinebirthdeth.in,0.08695652173913043,19.0,6.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,1
261,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgi-gove.shop,Suspected,,,https://crsorgi-gove.shop,0.14285714285714285,10.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,1.0,1
262,"Civil Registration System, MHA",dc.crsorgi.gov.in,dccrsorggovrk.xyz,Suspected,,,https://dccrsorggovrk.xyz,0.26666666666666666,11.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
263,"Civil Registration System, MHA",dc.crsorgi.gov.in,dccrsorgigov.shop,Suspected,,,https://dccrsorgigov.shop,0.2857142857142857,10.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
264,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgigovv.xyz,Suspected,,,https://crsorgigovv.xyz,0.15384615384615385,9.0,11.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,1
265,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorg.buzz,Suspected,,,https://crsorg.buzz,0.25,4.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,1
266,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgigov-certificate.xyz,Suspected,,,https://crsorgigov-certificate.xyz,0.08333333333333333,20.0,7.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1.0,1.0,1
267,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgonline.xyz,Suspected,,,https://crsorgonline.xyz,0.14285714285714285,10.0,14.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
268,"Civil Registration System, MHA",dc.crsorgi.gov.in,dc-crsorgi-gov.online,Suspected,,,https://dc-crsorgi-gov.online,0.25,12.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,2.0,1
269,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgi-gov-xyz.in,Suspected,,,https://crsorgi-gov-xyz.in,0.11764705882352941,13.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,2.0,1
270,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgie.org.in,Suspected,,,https://crsorgie.org.in,0.2,6.0,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,1
271,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgi-gov.online,Suspected,,,https://crsorgi-gov.online,0.15384615384615385,9.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,1.0,1
272,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgig.org.in,Suspected,,,https://crsorgig.org.in,0.2,6.0,14.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,1
273,"Civil Registration System, MHA",dc.crsorgi.gov.in,dc-crsorgi-in.site,Suspected,,,https://dc-crsorgi-in.site,0.26666666666666666,11.0,14.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,2.0,1
274,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsgovernment.tech,Suspected,,,https://crsgovernment.tech,0.13333333333333333,11.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
275,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgii.store,Suspected,,,https://crsorgii.store,0.2,6.0,4.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
276,"Civil Registration System, MHA",dc.crsorgi.gov.in,dc-crsorgie-gov.xyz,Suspected,,,https://dc-crsorgie-gov.xyz,0.23529411764705882,13.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,2.0,1
277,"Civil Registration System, MHA",dc.crsorgi.gov.in,dc-crsorgii-gov.xyz,Suspected,,,https://dc-crsorgii-gov.xyz,0.23529411764705882,13.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,2.0,1
278,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsogi-gov-in.website,Suspected,,,https://crsogi-gov-in.website,0.13333333333333333,11.0,14.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,2.0,1
279,"Civil Registration System, MHA",dc.crsorgi.gov.in,acadmey.mange.project.indaxs.in,Suspected,,,https://acadmey.mange.project.indaxs.in,0.2222222222222222,5.0,9.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,31.0,4.0,0.0,1
280,"Civil Registration System, MHA",dc.crsorgi.gov.in,dc-crsorgi-gov-in.ja-ai.shop,Suspected,,,https://dc-crsorgi-gov-in.ja-ai.shop,0.21052631578947367,15.0,12.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,2.0,4.0,1
281,"Civil Registration System, MHA",dc.crsorgi.gov.in,dc.crsorgi.gov-in.live,Suspected,,,https://dc.crsorgi.gov-in.live,1.0,0.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,3.0,1.0,1
282,"Civil Registration System, MHA",dc.crsorgi.gov.in,dc.crsorgi.gov.in.lndex.pl,Suspected,,,https://dc.crsorgi.gov.in.lndex.pl,1.0,0.0,15.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,5.0,0.0,1
283,"Civil Registration System, MHA",dc.crsorgi.gov.in,mail.dc.crsorgi.gov.in.web.phpii.site,Suspected,,,https://mail.dc.crsorgi.gov.in.web.phpii.site,0.0,2.0,6.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,7.0,0.0,1
284,"Civil Registration System, MHA",dc.crsorgi.gov.in,ww25.cpanel.crsorgi.gov.in.index.php.recidenceup.xyz,Suspected,,,https://ww25.cpanel.crsorgi.gov.in.index.php.recidenceup.xyz,0.0,2.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,52.0,8.0,0.0,1
285,"Civil Registration System, MHA",dc.crsorgi.gov.in,ww25.crsorgi.gov.in.bdvr.co,Suspected,,,https://ww25.crsorgi.gov.in.bdvr.co,0.0,2.0,6.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,5.0,0.0,1
286,"Civil Registration System, MHA",dc.crsorgi.gov.in,www.dc.crsorgi.gov.in.sevamaster.shop,Suspected,,,https://www.dc.crsorgi.gov.in.sevamaster.shop,0.0,1.0,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,37.0,6.0,0.0,1
287,"Civil Registration System, MHA",dc.crsorgi.gov.in,www.dcr.crsorgi.gov.in.viewall.in,Suspected,,,https://www.dcr.crsorgi.gov.in.viewall.in,0.0,1.0,9.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,33.0,6.0,0.0,1
288,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgi-govs.in,Suspected,,,https://crsorgi-govs.in,0.14285714285714285,10.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1
289,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgidc.co.in,Suspected,,,https://crsorgidc.co.in,0.36363636363636365,7.0,8.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,2.0,0.0,1
290,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgigoov.co.in,Suspected,,,https://crsorgigoov.co.in,0.15384615384615385,9.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,2.0,0.0,1
291,"Civil Registration System, MHA",dc.crsorgi.gov.in,crsorgii-govi.in,Suspected,,,https://crsorgii-govi.in,0.13333333333333333,11.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,1.0,1
292,HDFC Bank,hdfcbank.com,hdfcl.in,Suspected,,,https://hdfcl.in,0.6153846153846154,3.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,1
293,HDFC Bank,hdfcbank.com,hdfcbanklogin.com,Phishing,hdfcbanklogin.pdf,,https://hdfcbanklogin.com,0.7619047619047619,5.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,2
294,HDFC Bank,hdfcbank.com,myhdfccard.com,Phishing,myhdfccard.pdf,,https://myhdfccard.com,0.5555555555555556,2.0,6.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,2
295,HDFC Bank,hdfcbank.com,hdfcardcare.com,Phishing,hdfcardcare.pdf,,https://hdfcardcare.com,0.5263157894736842,3.0,1.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,2
296,HDFC Bank,hdfcbank.com,hdrewardcard.com,Phishing,hdrewardcard.pdf,,https://hdrewardcard.com,0.3,4.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,2
297,HDFC Bank,hdfcbank.com,hdfcbank.red,Suspected,,,https://hdfcbank.red,1.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1
298,HDFC Bank,hdfcbank.com,hdfcbank.city,Suspected,,,https://hdfcbank.city,1.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
299,HDFC Bank,hdfcbank.com,hdfcbanks.live,Suspected,,,https://hdfcbanks.live,0.9411764705882353,1.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
300,HDFC Bank,hdfcbank.com,hdfcbd.com,Suspected,,,https://hdfcbd.com,0.7142857142857143,2.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1
301,HDFC Bank,hdfcbank.com,hdfcrewardz.in,Suspected,,,https://hdfcrewardz.in,0.5263157894736842,3.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
302,HDFC Bank,hdfcbank.com,myhdfc.in,Suspected,,,https://myhdfc.in,0.5714285714285714,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,1
303,HDFC Bank,hdfcbank.com,hdfc-home-loan-538066002.today,Suspected,,,https://hdfc-home-loan-538066002.today,0.375,16.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,3.0,1
304,HDFC Bank,hdfcbank.com,hdfcvg.com,Suspected,,,https://hdfcvg.com,0.5714285714285714,2.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1
305,HDFC Bank,hdfcbank.com,hdfcsec.co.in,Suspected,,,https://hdfcsec.co.in,0.5333333333333333,1.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,0.0,1
306,HDFC Bank,hdfcbank.com,hdfcbank.services,Suspected,,,https://hdfcbank.services,1.0,0.0,14.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
307,HDFC Bank,hdfcbank.com,hdfccredilaloan.net,Suspected,,,https://hdfccredilaloan.net,0.5217391304347826,7.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1
308,HDFC Bank,hdfcbank.com,hdfc-home-253888985.click,Suspected,,,https://hdfc-home-253888985.click,0.2962962962962963,11.0,6.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,2.0,1
309,HDFC Bank,hdfcbank.com,hdfc-home-336577138.click,Suspected,,,https://hdfc-home-336577138.click,0.2962962962962963,11.0,2.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,2.0,1
310,HDFC Bank,hdfcbank.com,hdfcsupport.info,Suspected,,,https://hdfcsupport.info,0.42105263157894735,3.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
311,HDFC Bank,hdfcbank.com,hdfc-bank-internet-banking.cfd,Suspected,,,https://hdfc-bank-internet-banking.cfd,0.47058823529411764,18.0,13.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1.0,3.0,1
312,HDFC Bank,hdfcbank.com,hdfc-sif.in,Suspected,,,https://hdfc-sif.in,0.5,0.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,1
313,HDFC Bank,hdfcbank.com,hdfcsif.in,Suspected,,,https://hdfcsif.in,0.5333333333333333,1.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1
314,HDFC Bank,hdfcbank.com,hdfc-bank.cfd,Suspected,,,https://hdfc-bank.cfd,0.9411764705882353,1.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,1
315,HDFC Bank,hdfcbank.com,hd23-df3.firebaseapp.com,Phishing,,Tunneling Services,https://hd23-df3.firebaseapp.com,0.375,0.0,10.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,1.0,2
316,HDFC Bank,hdfcbank.com,hd09-fc98.firebaseapp.com,Phishing,,Tunneling Services,https://hd09-fc98.firebaseapp.com,0.47058823529411764,1.0,8.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,2.0,1.0,2
317,HDFC Bank,hdfcbank.com,hd5h-mk5.firebaseapp.com,Phishing,,Tunneling Services,https://hd5h-mk5.firebaseapp.com,0.375,0.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,1.0,2
318,HDFC Bank,hdfcbank.com,ewew-b4d13.firebaseapp.com,Phishing,,Tunneling Services,https://ewew-b4d13.firebaseapp.com,0.1111111111111111,2.0,9.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,2.0,1.0,2
319,HDFC Bank,hdfcbank.com,hd15-nmh1.firebaseapp.com,Phishing,,Tunneling Services,https://hd15-nmh1.firebaseapp.com,0.35294117647058826,1.0,9.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,2.0,1.0,2
320,HDFC Bank,hdfcbank.com,h-11av.firebaseapp.com,Phishing,,Tunneling Services,https://h-11av.firebaseapp.com,0.2857142857142857,2.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,2
321,HDFC Bank,hdfcbank.com,hdiy-3a.firebaseapp.com,Phishing,,Tunneling Services,https://hdiy-3a.firebaseapp.com,0.4,1.0,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,2
322,HDFC Bank,hdfcbank.com,bfse-5378c.firebaseapp.com,Phishing,,Tunneling Services,https://bfse-5378c.firebaseapp.com,0.1111111111111111,2.0,10.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,2.0,1.0,2
323,HDFC Bank,hdfcbank.com,hd-1fa.firebaseapp.com,Phishing,,Tunneling Services,https://hd-1fa.firebaseapp.com,0.5714285714285714,2.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,2
324,HDFC Bank,hdfcbank.com,hd2-fy.firebaseapp.com,Phishing,,Tunneling Services,https://hd2-fy.firebaseapp.com,0.42857142857142855,2.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,2
325,HDFC Bank,hdfcbank.com,hdfccapital.net,Phishing,,,https://hdfccapital.net,0.5263157894736842,3.0,14.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,2
326,HDFC Bank,hdfcbank.com,hdfcbankvyapar.com,Phishing,,,https://hdfcbankvyapar.com,0.7272727272727273,6.0,11.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,2
327,HDFC Bank,hdfcbank.com,hdfcbankdinersclub.in,Suspected,,,https://hdfcbankdinersclub.in,0.6153846153846154,10.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,1
328,HDFC Bank,hdfcbank.com,hdfcmutualfund.co.in,Suspected,,,https://hdfcmutualfund.co.in,0.5454545454545454,6.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,2.0,0.0,1
329,HDFC Bank,hdfcbank.com,hdfcmutualfunds.co.in,Suspected,,,https://hdfcmutualfunds.co.in,0.5217391304347826,7.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,2.0,0.0,1
330,HDFC Bank,hdfcbank.com,hdfcbankabslitraining.in,Suspected,,,https://hdfcbankabslitraining.in,0.5517241379310345,13.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,1
331,HDFC Bank,hdfcbank.com,hdfcalerts.in,Suspected,,,https://hdfcalerts.in,0.5555555555555556,2.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
332,HDFC Bank,hdfcbank.com,hdfcpay.in,Suspected,,,https://hdfcpay.in,0.6666666666666666,1.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1
333,HDFC Bank,hdfcbank.com,hdfcmfsipsaheli.in,Suspected,,,https://hdfcmfsipsaheli.in,0.43478260869565216,7.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
334,HDFC Bank,hdfcbank.com,ahdfcy.com,Suspected,,,https://ahdfcy.com,0.5714285714285714,2.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1
335,HDFC Bank,hdfcbank.com,hdfc-bank.in,Suspected,,,https://hdfc-bank.in,0.9411764705882353,1.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,1
336,HDFC Bank,hdfcbank.com,hdfcbank.app,Suspected,,,https://hdfcbank.app,1.0,0.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1
337,HDFC Bank,hdfcbank.com,hdfcbank.ninja,Suspected,,,https://hdfcbank.ninja,1.0,0.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
338,HDFC Bank,hdfcbank.com,hdfcbank.pink,Suspected,,,https://hdfcbank.pink,1.0,0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
339,HDFC Bank,hdfcbank.com,hdfcbank.science,Suspected,,,https://hdfcbank.science,1.0,0.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
340,HDFC Bank,hdfcbank.com,hdfcbank.sale,Suspected,,,https://hdfcbank.sale,1.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
341,HDFC Bank,hdfcbank.com,hdfcbank.bet,Suspected,,,https://hdfcbank.bet,1.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1
342,HDFC Bank,hdfcbank.com,hdfcbank.bingo,Suspected,,,https://hdfcbank.bingo,1.0,0.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
343,HDFC Bank,hdfcbank.com,hdfcbank.black,Suspected,,,https://hdfcbank.black,1.0,0.0,10.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
344,HDFC Bank,hdfcbank.com,hdfcbank.business,Suspected,,,https://hdfcbank.business,1.0,0.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,1
345,HDFC Bank,hdfcbank.com,hdfcbank.buzz,Suspected,,,https://hdfcbank.buzz,1.0,0.0,8.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
346,HDFC Bank,hdfcbank.com,hdfcbank.cash,Suspected,,,https://hdfcbank.cash,1.0,0.0,11.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
347,HDFC Bank,hdfcbank.com,hdfcbank.chat,Suspected,,,https://hdfcbank.chat,1.0,0.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
348,HDFC Bank,hdfcbank.com,hdfcbank.cheap,Suspected,,,https://hdfcbank.cheap,1.0,0.0,14.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
349,HDFC Bank,hdfcbank.com,hdfcbank.construction,Suspected,,,https://hdfcbank.construction,1.0,0.0,3.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,1
350,HDFC Bank,hdfcbank.com,hdfcbank.directory,Suspected,,,https://hdfcbank.directory,1.0,0.0,9.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
351,HDFC Bank,hdfcbank.com,hdfcbank.florist,Suspected,,,https://hdfcbank.florist,1.0,0.0,5.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1
352,HDFC Bank,hdfcbank.com,hdfcbank.furniture,Suspected,,,https://hdfcbank.furniture,1.0,0.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
353,HDFC Bank,hdfcbank.com,hdfcbank.gifts,Suspected,,,https://hdfcbank.gifts,1.0,0.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,1
354,HDFC Bank,hdfcbank.com,hdfcbank.golf,Suspected,,,https://hdfcbank.golf,1.0,0.0,9.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
355,HDFC Bank,hdfcbank.com,hdfcbank.industries,Suspected,,,https://hdfcbank.industries,1.0,0.0,7.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,1
356,HDFC Bank,hdfcbank.com,hdfcbank.institute,Suspected,,,https://hdfcbank.institute,1.0,0.0,6.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
357,HDFC Bank,hdfcbank.com,hdfcbank.marketing,Suspected,,,https://hdfcbank.marketing,1.0,0.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1
358,HDFC Bank,hdfcbank.com,hdfcbank.news,Suspected,,,https://hdfcbank.news,1.0,0.0,13.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,1
